Ano,Mes,Hospital_CNPJ,Qtd_Pacientes,Pico_Simultaneo_Estimado,LOS_Medio_H,Gravidade_Media
2023,8,104400000228.0,295,201,496.1084745762712,4.3830508474576275
2023,8,19843929001000.0,274,100,260.84671532846716,3.394160583941606
2023,8,21177373000102.0,10,3,24.0,3.0
2023,8,21554423000123.0,216,35,95.55555555555556,3.611111111111111
2023,8,21575709000195.0,692,65,139.97687861271677,3.5491329479768785
2023,8,21583042000172.0,1099,163,143.8252957233849,3.7497725204731576
2023,8,21599824000108.0,104,30,210.92307692307693,4.346153846153846
2023,8,22488241000245.0,449,64,76.48997772828508,3.507795100222717
2023,8,26000523000121.0,244,52,150.0983606557377,4.19672131147541
2023,8,104400000228.0,282,190,460.59574468085106,4.404255319148936
2023,8,19843929001000.0,490,111,239.60816326530613,3.4244897959183676
2023,8,21177373000102.0,11,4,24.0,3.3636363636363638
2023,8,21554423000123.0,193,40,92.51813471502591,3.7253886010362693
2023,8,21575709000195.0,718,62,153.55988857938718,3.6239554317548746
2023,8,21583042000172.0,1008,143,127.0952380952381,3.6904761904761907
2023,8,21599824000108.0,101,33,236.43564356435644,4.306930693069307
2023,8,22488241000245.0,461,63,78.50759219088937,3.581344902386117
2023,8,26000523000121.0,251,43,137.21115537848607,4.051792828685259
2023,12,104400000228.0,257,178,509.78988326848247,4.400778210116732
2023,12,19843929001000.0,361,100,234.0831024930748,3.554016620498615
2023,12,21177373000102.0,8,2,24.0,3.0
2023,12,21554423000123.0,208,36,96.23076923076923,3.7115384615384617
2023,12,21575709000195.0,808,78,166.3960396039604,3.613861386138614
2023,12,21583042000172.0,1024,129,148.734375,3.77734375
2023,12,21599824000108.0,114,32,205.68421052631578,4.2631578947368425
2023,12,22488241000245.0,468,65,98.41025641025641,3.8290598290598292
2023,12,26000523000121.0,262,54,141.25190839694656,4.404580152671755
2023,1,104400000228.0,285,191,497.09473684210525,4.431578947368421
2023,1,19843929001000.0,310,80,217.6258064516129,3.2580645161290325
2023,1,21177373000102.0,9,5,24.0,3.0
2023,1,21554423000123.0,215,38,84.50232558139535,3.7069767441860466
2023,1,21575709000195.0,648,74,168.07407407407408,3.4814814814814814
2023,1,21583042000172.0,1059,160,152.22662889518415,3.8271954674220963
2023,1,21599824000108.0,81,21,220.44444444444446,4.135802469135802
2023,1,22488241000245.0,451,65,99.35254988913526,3.869179600886918
2023,1,26000523000121.0,239,25,108.15062761506276,4.405857740585774
2022,12,104400000228.0,266,195,492.09022556390977,4.428571428571429
2022,12,19843929001000.0,266,95,277.17293233082705,3.3609022556390977
2022,12,21177373000102.0,3,2,24.0,3.0
2022,12,21554423000123.0,178,37,82.51685393258427,3.606741573033708
2022,12,21575709000195.0,568,85,183.6338028169014,3.647887323943662
2022,12,21583042000172.0,1078,174,147.20593692022263,3.8274582560296846
2022,12,21599824000108.0,86,28,241.67441860465115,4.255813953488372
2022,12,22488241000245.0,448,66,88.60714285714286,3.607142857142857
2022,12,26000523000121.0,252,35,160.76190476190476,4.253968253968254
2023,2,104400000228.0,279,189,493.16129032258067,4.362007168458781
2023,2,19843929001000.0,492,113,278.0,3.4634146341463414
2023,2,21177373000102.0,3,1,24.0,3.0
2023,2,21554423000123.0,222,34,92.32432432432432,3.630630630630631
2023,2,21575709000195.0,621,67,171.7487922705314,3.5925925925925926
2023,2,21583042000172.0,1066,179,139.33958724202625,3.776735459662289
2023,2,21599824000108.0,88,30,204.8181818181818,4.0
2023,2,22488241000245.0,447,70,84.51006711409396,3.6085011185682325
2023,2,26000523000121.0,357,31,115.69747899159664,4.288515406162465
2023,4,104400000228.0,292,192,473.83561643835617,4.698630136986301
2023,4,19843929001000.0,388,113,224.35051546391753,3.3608247422680413
2023,4,21177373000102.0,5,2,24.0,3.0
2023,4,21554423000123.0,189,35,89.14285714285714,3.8253968253968256
2023,4,21575709000195.0,601,88,194.1963394342762,3.5856905158069883
2023,4,21583042000172.0,1125,169,144.34133333333332,3.7573333333333334
2023,4,21599824000108.0,85,25,223.05882352941177,4.6
2023,4,22488241000245.0,453,65,77.03311258278146,3.6357615894039736
2023,4,26000523000121.0,248,33,152.1290322580645,4.161290322580645
2023,5,104400000228.0,287,184,487.4425087108014,4.477351916376307
2023,5,19843929001000.0,401,116,257.1172069825436,3.3291770573566084
2023,5,21177373000102.0,6,3,24.0,4.333333333333333
2023,5,21554423000123.0,177,29,76.0677966101695,3.6553672316384183
2023,5,21575709000195.0,646,70,161.57275541795664,3.513931888544892
2023,5,21583042000172.0,1040,131,130.2,3.65
2023,5,21599824000108.0,93,26,206.96774193548387,4.247311827956989
2023,5,22488241000245.0,451,63,88.23059866962306,3.5853658536585367
2023,5,26000523000121.0,245,30,161.43673469387755,4.208163265306123
2023,5,104400000228.0,282,180,462.3829787234043,4.574468085106383
2023,5,19843929001000.0,463,127,229.89200863930884,3.345572354211663
2023,5,21177373000102.0,4,3,24.0,3.0
2023,5,21554423000123.0,256,34,97.5,3.890625
2023,5,21575709000195.0,601,93,184.45257903494178,3.725457570715474
2023,5,21583042000172.0,1077,171,152.37883008356545,3.809656453110492
2023,5,21599824000108.0,88,29,227.45454545454547,4.2727272727272725
2023,5,22488241000245.0,447,59,82.57718120805369,3.635346756152125
2023,5,26000523000121.0,303,43,133.7029702970297,4.016501650165017
2023,6,104400000228.0,294,190,478.44897959183675,4.578231292517007
2023,6,19843929001000.0,400,114,226.74,3.39
2023,6,21177373000102.0,2,1,24.0,3.0
2023,6,21554423000123.0,175,29,84.89142857142858,3.8457142857142856
2023,6,21575709000195.0,613,66,154.29690048939642,3.5807504078303425
2023,6,21583042000172.0,1119,173,155.26005361930294,3.8614834673815905
2023,6,21599824000108.0,99,25,196.6060606060606,4.212121212121212
2023,6,22488241000245.0,451,61,75.19290465631929,3.5853658536585367
2023,6,26000523000121.0,277,48,161.50180505415162,3.9386281588447654
2023,7,104400000228.0,267,184,498.60674157303373,4.438202247191011
2023,7,19843929001000.0,376,113,241.27659574468086,3.425531914893617
2023,7,21177373000102.0,4,1,24.0,3.0
2023,7,21554423000123.0,275,33,102.10909090909091,3.8
2023,7,21575709000195.0,623,75,184.4494382022472,3.648475120385233
2023,7,21583042000172.0,1101,143,142.866485013624,3.773841961852861
2023,7,21599824000108.0,104,28,233.30769230769232,4.038461538461538
2023,7,22488241000245.0,474,63,111.54430379746836,3.7341772151898733
2023,7,26000523000121.0,262,53,149.31297709923663,4.068702290076335
2023,8,104400000228.0,302,190,477.5364238410596,4.470198675496689
2023,8,19843929001000.0,372,106,218.83870967741936,3.4301075268817205
2023,8,21177373000102.0,3,2,24.0,3.0
2023,8,21554423000123.0,235,40,93.03829787234042,3.782978723404255
2023,8,21575709000195.0,636,70,171.43396226415095,3.6289308176100628
2023,8,21583042000172.0,1147,172,149.64952048823017,3.746294681778553
2023,8,21599824000108.0,90,22,189.06666666666666,4.555555555555555
2023,8,22488241000245.0,453,60,84.29139072847683,3.609271523178808
2023,8,26000523000121.0,247,48,163.1417004048583,4.068825910931174
2024,7,104400000228.0,312,202,475.15384615384613,4.5
2024,7,19843929001000.0,356,98,206.56179775280899,3.359550561797753
2024,7,21177373000102.0,5,1,24.0,3.0
2024,7,21554423000123.0,266,35,84.99248120300751,4.142857142857143
2024,7,21575709000195.0,812,118,161.11330049261085,3.6403940886699506
2024,7,21583042000172.0,1089,139,147.96694214876032,3.764003673094582
2024,7,21593520000125.0,2,1,24.0,5.0
2024,7,21599824000108.0,98,28,186.6122448979592,4.061224489795919
2024,7,22488241000245.0,615,55,83.3170731707317,3.7089430894308943
2024,7,25415993000193.0,5,2,134.4,3.0
2024,7,26000523000121.0,327,36,104.14678899082568,4.051987767584098
2024,10,104400000228.0,321,198,448.5233644859813,4.507788161993769
2024,10,19843929001000.0,54,11,96.88888888888889,3.2222222222222223
2024,10,21177373000102.0,3,2,24.0,3.0
2024,10,21554423000123.0,263,37,90.06844106463879,3.9277566539923954
2024,10,21575709000195.0,768,125,155.59375,3.71875
2024,10,21583042000172.0,966,124,153.68944099378882,3.7784679089026914
2024,10,21593520000125.0,21,1,24.0,3.9523809523809526
2024,10,21599824000108.0,103,35,181.04854368932038,4.087378640776699
2024,10,22488241000245.0,571,43,85.02977232924694,3.6024518388791593
2024,10,25415993000193.0,1,1,48.0,3.0
2024,10,26000523000121.0,287,34,120.8362369337979,4.017421602787456
2024,12,104400000228.0,307,194,450.9185667752443,4.58957654723127
2024,12,19843929001000.0,231,94,339.84415584415586,3.554112554112554
2024,12,21177373000102.0,6,2,24.0,3.0
2024,12,21554423000123.0,224,36,90.85714285714286,4.017857142857143
2024,12,21575709000195.0,717,135,182.8284518828452,3.6359832635983262
2024,12,21583042000172.0,999,138,168.26426426426426,3.660660660660661
2024,12,21593520000125.0,12,2,24.0,4.666666666666667
2024,12,21599824000108.0,110,29,157.52727272727273,4.090909090909091
2024,12,22488241000245.0,623,42,94.4975922953451,3.7576243980738364
2024,12,25415993000193.0,3,2,496.0,3.0
2024,12,26000523000121.0,265,46,135.3056603773585,4.1773584905660375
2023,12,104400000228.0,281,188,508.61209964412814,4.395017793594306
2023,12,19843929001000.0,314,86,219.51592356687897,3.3312101910828025
2023,12,21177373000102.0,8,3,24.0,3.0
2023,12,21554423000123.0,189,38,90.28571428571429,3.7195767195767195
2023,12,21575709000195.0,551,59,148.26860254083485,3.7404718693284935
2023,12,21583042000172.0,1068,121,156.58426966292134,3.9138576779026217
2023,12,21599824000108.0,99,29,238.3030303030303,4.616161616161616
2023,12,22488241000245.0,448,68,108.85714285714286,3.6785714285714284
2023,12,25415993000193.0,1,1,456.0,3.0
2023,12,26000523000121.0,257,47,119.43968871595331,4.385214007782102
2023,12,104400000228.0,276,181,457.9130434782609,4.507246376811594
2023,12,19843929001000.0,352,109,271.02272727272725,3.409090909090909
2023,12,21177373000102.0,3,1,24.0,3.0
2023,12,21554423000123.0,214,36,92.07476635514018,4.046728971962617
2023,12,21575709000195.0,760,81,175.98947368421054,3.531578947368421
2023,12,21583042000172.0,1015,137,145.04039408866996,3.748768472906404
2023,12,21593520000125.0,3,1,24.0,3.0
2023,12,21599824000108.0,99,35,202.66666666666666,4.171717171717172
2023,12,22488241000245.0,445,49,71.67640449438203,3.539325842696629
2023,12,25415993000193.0,5,3,307.2,3.0
2023,12,26000523000121.0,273,56,131.34065934065933,4.157509157509158
2024,2,104400000228.0,275,182,483.31636363636363,4.527272727272727
2024,2,19843929001000.0,421,106,230.47980997624703,3.446555819477435
2024,2,21177373000102.0,5,1,24.0,4.6
2024,2,21554423000123.0,196,35,109.46938775510205,4.081632653061225
2024,2,21575709000195.0,760,93,156.47368421052633,3.557894736842105
2024,2,21583042000172.0,1050,145,144.3657142857143,3.876190476190476
2024,2,21599824000108.0,91,31,227.86813186813185,4.0989010989010985
2024,2,22488241000245.0,390,33,57.6,3.5538461538461537
2024,2,26000523000121.0,282,51,121.02127659574468,4.163120567375887
2024,3,104400000228.0,267,180,493.12359550561797,4.51310861423221
2024,3,19843929001000.0,450,115,222.88,3.382222222222222
2024,3,21177373000102.0,3,1,24.0,4.333333333333333
2024,3,21554423000123.0,229,32,103.86026200873363,3.663755458515284
2024,3,21575709000195.0,752,96,154.6595744680851,3.526595744680851
2024,3,21583042000172.0,1087,139,137.2658693652254,3.802207911683533
2024,3,21593520000125.0,2,1,24.0,5.0
2024,3,21599824000108.0,100,32,293.76,3.76
2024,3,22488241000245.0,493,34,65.81744421906694,3.462474645030426
2024,3,26000523000121.0,284,49,115.52112676056338,4.28169014084507
2024,4,104400000228.0,360,197,407.4,4.5777777777777775
2024,4,19843929001000.0,466,121,228.0,3.40343347639485
2024,4,21177373000102.0,4,2,24.0,3.0
2024,4,21554423000123.0,249,42,90.21686746987952,3.7710843373493974
2024,4,21575709000195.0,754,96,155.3315649867374,3.5676392572944295
2024,4,21583042000172.0,1069,113,146.4022450888681,3.6997193638914876
2024,4,21593520000125.0,4,1,24.0,4.0
2024,4,21599824000108.0,99,31,251.3939393939394,4.1313131313131315
2024,4,22488241000245.0,448,35,95.78571428571429,3.5892857142857144
2024,4,25415993000193.0,4,3,90.0,3.0
2024,4,26000523000121.0,292,43,105.28767123287672,4.2465753424657535
2024,5,104400000228.0,337,201,416.4747774480712,4.744807121661721
2024,5,19843929001000.0,433,118,229.41339491916858,3.4618937644341803
2024,5,21177373000102.0,4,1,24.0,3.0
2024,5,21554423000123.0,229,32,85.31004366812228,3.943231441048035
2024,5,21575709000195.0,743,100,168.7106325706595,3.4629878869448185
2024,5,21583042000172.0,1037,127,157.79363548698169,3.75602700096432
2024,5,21593520000125.0,6,1,24.0,4.333333333333333
2024,5,21599824000108.0,106,31,213.96226415094338,3.641509433962264
2024,5,22488241000245.0,451,41,95.68070953436808,3.7716186252771617
2024,5,25415993000193.0,4,3,366.0,3.0
2024,5,26000523000121.0,271,40,118.76014760147602,4.387453874538745
2024,7,104400000228.0,368,212,426.0652173913044,4.608695652173913
2024,7,19843929001000.0,363,104,237.0909090909091,3.5068870523415976
2024,7,21177373000102.0,4,1,24.0,3.0
2024,7,21554423000123.0,250,33,79.776,3.832
2024,7,21575709000195.0,706,103,181.73371104815865,3.6458923512747874
2024,7,21583042000172.0,1076,110,145.53903345724908,3.7695167286245352
2024,7,21593520000125.0,2,1,24.0,3.0
2024,7,21599824000108.0,105,28,157.25714285714287,3.9904761904761905
2024,7,22488241000245.0,440,56,108.98181818181818,3.7818181818181817
2024,7,25415993000193.0,6,2,236.0,3.0
2024,7,26000523000121.0,316,42,119.0886075949367,4.265822784810126
2024,7,104400000228.0,367,219,418.4632152588556,4.776566757493188
2024,7,19843929001000.0,395,93,248.87088607594936,3.3645569620253166
2024,7,21177373000102.0,2,1,24.0,5.0
2024,7,21554423000123.0,260,36,89.9076923076923,4.138461538461539
2024,7,21575709000195.0,782,102,187.33503836317135,3.731457800511509
2024,7,21583042000172.0,1042,121,156.57581573896354,3.833013435700576
2024,7,21593520000125.0,4,1,24.0,4.0
2024,7,21599824000108.0,107,31,199.85046728971963,4.009345794392523
2024,7,22488241000245.0,450,55,112.69333333333333,3.7288888888888887
2024,7,26000523000121.0,297,38,111.35353535353535,4.292929292929293
2024,7,104400000228.0,333,206,443.6756756756757,4.573573573573573
2024,7,19843929001000.0,412,114,209.24271844660194,3.2815533980582523
2024,7,21177373000102.0,3,2,24.0,3.0
2024,7,21554423000123.0,262,36,80.33587786259542,3.900763358778626
2024,7,21575709000195.0,784,128,159.5204081632653,3.5918367346938775
2024,7,21583042000172.0,1094,131,148.71663619744058,3.683729433272395
2024,7,21593520000125.0,4,1,24.0,3.0
2024,7,21599824000108.0,85,39,279.81176470588235,3.988235294117647
2024,7,22488241000245.0,766,57,78.8929503916449,3.569190600522193
2024,7,25415993000193.0,8,4,351.0,3.0
2024,7,26000523000121.0,313,34,109.11182108626198,4.1501597444089455
2025,1,104400000228.0,329,205,441.9939209726444,4.5683890577507595
2025,1,19843929001000.0,298,53,129.66442953020135,3.3624161073825505
2025,1,21177373000102.0,13,4,24.0,3.0
2025,1,21554423000123.0,252,37,91.33333333333333,3.984126984126984
2025,1,21575709000195.0,719,123,160.35605006954103,3.6063977746870655
2025,1,21583042000172.0,1016,106,125.03149606299213,3.716535433070866
2025,1,21593520000125.0,15,1,24.0,3.8
2025,1,21599824000108.0,96,24,180.5,4.208333333333333
2025,1,22488241000245.0,569,37,94.86115992970123,3.829525483304042
2025,1,25415993000193.0,3,3,344.0,3.0
2025,1,26000523000121.0,317,40,105.76656151419559,4.249211356466877
2024,12,104400000228.0,305,196,423.8950819672131,4.534426229508196
2024,12,19843929001000.0,186,32,151.09677419354838,3.3870967741935485
2024,12,21177373000102.0,8,3,24.0,3.0
2024,12,21554423000123.0,240,34,78.4,3.9833333333333334
2024,12,21575709000195.0,687,146,161.85152838427948,3.593886462882096
2024,12,21583042000172.0,949,111,145.8208640674394,3.767123287671233
2024,12,21593520000125.0,26,2,24.0,3.6153846153846154
2024,12,21599824000108.0,146,34,159.12328767123287,4.342465753424658
2024,12,22488241000245.0,550,36,102.3709090909091,3.8945454545454545
2024,12,26000523000121.0,273,30,104.35164835164835,4.0256410256410255
2025,3,104400000228.0,300,185,455.44,4.466666666666667
2025,3,19843929001000.0,142,48,355.6056338028169,3.535211267605634
2025,3,21177373000102.0,5,2,24.0,3.0
2025,3,21554423000123.0,255,34,87.05882352941177,3.9411764705882355
2025,3,21575709000195.0,621,124,155.55555555555554,3.4830917874396135
2025,3,21583042000172.0,1070,109,142.81121495327102,3.7289719626168223
2025,3,21593520000125.0,23,2,24.0,4.043478260869565
2025,3,21599824000108.0,100,30,174.48,4.04
2025,3,22488241000245.0,525,33,92.29714285714286,3.6857142857142855
2025,3,25415993000193.0,8,4,396.0,3.0
2025,3,26000523000121.0,276,43,109.21739130434783,4.130434782608695
2025,4,104400000228.0,288,196,484.3333333333333,4.5
2025,4,19843929001000.0,81,30,344.8888888888889,3.493827160493827
2025,4,21177373000102.0,1,1,24.0,3.0
2025,4,21554423000123.0,190,28,78.3157894736842,3.9263157894736844
2025,4,21575709000195.0,695,132,144.65611510791368,3.5928057553956836
2025,4,21583042000172.0,1081,123,146.95282146160963,3.7585568917668826
2025,4,21593520000125.0,22,2,24.0,4.090909090909091
2025,4,21599824000108.0,133,31,153.02255639097746,4.293233082706767
2025,4,22488241000245.0,537,40,112.40223463687151,3.9013035381750467
2025,4,25415993000193.0,5,3,331.2,3.0
2025,4,26000523000121.0,253,37,112.31620553359684,4.359683794466403
2024,12,104400000228.0,298,188,473.3959731543624,4.6375838926174495
2024,12,19843929001000.0,158,33,162.9873417721519,3.329113924050633
2024,12,21177373000102.0,7,1,24.0,3.5714285714285716
2024,12,21554423000123.0,259,35,75.61389961389962,3.9575289575289574
2024,12,21575709000195.0,677,102,150.20384047267356,3.673559822747415
2024,12,21583042000172.0,1111,117,141.2997299729973,3.748874887488749
2024,12,21593520000125.0,28,3,24.0,4.285714285714286
2024,12,21599824000108.0,160,23,147.0,4.125
2024,12,22488241000245.0,599,54,111.14524207011686,3.9081803005008346
2024,12,25415993000193.0,4,3,258.0,3.0
2024,12,26000523000121.0,259,45,117.77606177606178,4.1891891891891895
